date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
2022-04-14,Zambia,116.0,0.0,318229.0,3969.0,746.0,2.0,1379.0,3.0
2022-04-15,Zambia,175.0,1.0,318404.0,3970.0,921.0,3.0,1463.0,4.0
2022-04-16,Zambia,63.0,3.0,318467.0,3973.0,984.0,6.0,1436.0,6.0
2022-04-17,Zambia,48.0,0.0,318515.0,3973.0,1032.0,6.0,1484.0,6.0
2022-04-18,Zambia,0.0,0.0,318515.0,3973.0,711.0,6.0,1405.0,6.0
2022-04-19,Zambia,125.0,0.0,318640.0,3973.0,836.0,5.0,1419.0,6.0
2022-04-20,Zambia,0.0,0.0,318640.0,3973.0,527.0,4.0,1282.0,6.0
2022-04-21,Zambia,344.0,1.0,318984.0,3974.0,755.0,5.0,1501.0,7.0
2022-04-22,Zambia,0.0,0.0,318984.0,3974.0,580.0,4.0,1501.0,7.0
2022-04-23,Zambia,0.0,0.0,318984.0,3974.0,517.0,1.0,1501.0,7.0
2022-04-24,Zambia,0.0,0.0,318984.0,3974.0,469.0,1.0,1501.0,7.0
2022-04-25,Zambia,332.0,2.0,319316.0,3976.0,801.0,3.0,1512.0,9.0
2022-04-26,Zambia,115.0,0.0,319431.0,3976.0,791.0,3.0,1627.0,8.0
2022-04-27,Zambia,0.0,0.0,319431.0,3976.0,791.0,3.0,1318.0,7.0
2022-04-28,Zambia,163.0,0.0,319594.0,3976.0,610.0,2.0,1365.0,7.0
2022-04-29,Zambia,0.0,0.0,319594.0,3976.0,610.0,2.0,1190.0,6.0
2022-04-30,Zambia,0.0,0.0,319594.0,3976.0,610.0,2.0,1127.0,3.0
2022-05-01,Zambia,139.0,0.0,319733.0,3976.0,749.0,2.0,1218.0,3.0
2022-05-02,Zambia,22.0,0.0,319755.0,3976.0,439.0,0.0,1240.0,3.0
2022-05-03,Zambia,0.0,0.0,319755.0,3976.0,324.0,0.0,1115.0,3.0
2022-05-04,Zambia,0.0,0.0,319755.0,3976.0,324.0,0.0,1115.0,3.0
2022-05-05,Zambia,0.0,0.0,319755.0,3976.0,161.0,0.0,771.0,2.0
2022-05-06,Zambia,0.0,0.0,319755.0,3976.0,161.0,0.0,771.0,2.0
2022-05-07,Zambia,344.0,6.0,320099.0,3982.0,505.0,6.0,1115.0,8.0
2022-05-08,Zambia,0.0,0.0,320099.0,3982.0,366.0,6.0,1115.0,8.0
2022-05-09,Zambia,58.0,0.0,320157.0,3982.0,402.0,6.0,841.0,6.0
2022-05-10,Zambia,69.0,1.0,320226.0,3983.0,471.0,7.0,795.0,7.0
2022-05-11,Zambia,77.0,0.0,320303.0,3983.0,548.0,7.0,872.0,7.0
2022-05-12,Zambia,109.0,0.0,320412.0,3983.0,657.0,7.0,818.0,7.0
2022-05-13,Zambia,69.0,0.0,320481.0,3983.0,726.0,7.0,887.0,7.0
2022-05-14,Zambia,110.0,0.0,320591.0,3983.0,492.0,1.0,997.0,7.0
2022-05-15,Zambia,36.0,0.0,320627.0,3983.0,528.0,1.0,894.0,7.0
2022-05-16,Zambia,53.0,0.0,320680.0,3983.0,523.0,1.0,925.0,7.0
2022-05-17,Zambia,0.0,0.0,320680.0,3983.0,454.0,0.0,925.0,7.0
2022-05-18,Zambia,0.0,0.0,320680.0,3983.0,377.0,0.0,925.0,7.0
2022-05-19,Zambia,265.0,1.0,320945.0,3984.0,533.0,1.0,1190.0,8.0
2022-05-20,Zambia,0.0,0.0,320945.0,3984.0,464.0,1.0,1190.0,8.0
2022-05-21,Zambia,154.0,0.0,321099.0,3984.0,508.0,1.0,1000.0,2.0
2022-05-22,Zambia,47.0,1.0,321146.0,3985.0,519.0,2.0,1047.0,3.0
2022-05-23,Zambia,49.0,0.0,321195.0,3985.0,515.0,2.0,1038.0,3.0
2022-05-24,Zambia,73.0,0.0,321268.0,3985.0,588.0,2.0,1042.0,2.0
2022-05-25,Zambia,74.0,0.0,321342.0,3985.0,662.0,2.0,1039.0,2.0
2022-05-26,Zambia,57.0,0.0,321399.0,3985.0,454.0,1.0,987.0,2.0
2022-05-27,Zambia,104.0,0.0,321503.0,3985.0,558.0,1.0,1022.0,2.0
2022-05-28,Zambia,0.0,0.0,321503.0,3985.0,404.0,1.0,912.0,2.0
2022-05-29,Zambia,0.0,0.0,321503.0,3985.0,357.0,0.0,876.0,2.0
2022-05-30,Zambia,0.0,0.0,321503.0,3985.0,308.0,0.0,823.0,2.0
2022-05-31,Zambia,276.0,2.0,321779.0,3987.0,511.0,2.0,1099.0,4.0
2022-06-01,Zambia,136.0,0.0,321915.0,3987.0,573.0,2.0,1235.0,4.0
2022-06-02,Zambia,0.0,0.0,321915.0,3987.0,516.0,2.0,970.0,3.0
2022-06-03,Zambia,292.0,1.0,322207.0,3988.0,704.0,3.0,1262.0,4.0
2022-06-04,Zambia,0.0,0.0,322207.0,3988.0,704.0,3.0,1108.0,4.0
2022-06-05,Zambia,0.0,0.0,322207.0,3988.0,704.0,3.0,1061.0,3.0
2022-06-06,Zambia,0.0,0.0,322207.0,3988.0,704.0,3.0,1012.0,3.0
2022-06-07,Zambia,355.0,0.0,322562.0,3988.0,783.0,1.0,1294.0,3.0
2022-06-08,Zambia,228.0,0.0,322790.0,3988.0,875.0,1.0,1448.0,3.0
2022-06-09,Zambia,129.0,1.0,322919.0,3989.0,1004.0,2.0,1520.0,4.0
2022-06-10,Zambia,139.0,0.0,323058.0,3989.0,851.0,1.0,1555.0,4.0
2022-06-11,Zambia,0.0,0.0,323058.0,3989.0,851.0,1.0,1555.0,4.0
2022-06-12,Zambia,0.0,0.0,323058.0,3989.0,851.0,1.0,1555.0,4.0
2022-06-13,Zambia,225.0,0.0,323283.0,3989.0,1076.0,1.0,1780.0,4.0
2022-06-14,Zambia,54.0,0.0,323337.0,3989.0,775.0,1.0,1558.0,2.0
2022-06-15,Zambia,317.0,1.0,323654.0,3990.0,864.0,2.0,1739.0,3.0
2022-06-16,Zambia,0.0,0.0,323654.0,3990.0,735.0,1.0,1739.0,3.0
2022-06-17,Zambia,371.0,2.0,324025.0,3992.0,967.0,3.0,1818.0,4.0
2022-06-18,Zambia,0.0,0.0,324025.0,3992.0,967.0,3.0,1818.0,4.0
2022-06-19,Zambia,263.0,2.0,324288.0,3994.0,1230.0,5.0,2081.0,6.0
2022-06-20,Zambia,56.0,3.0,324344.0,3997.0,1061.0,8.0,2137.0,9.0
2022-06-21,Zambia,214.0,1.0,324558.0,3998.0,1221.0,9.0,1996.0,10.0
2022-06-22,Zambia,0.0,0.0,324558.0,3998.0,904.0,8.0,1768.0,10.0
2022-06-23,Zambia,364.0,2.0,324922.0,4000.0,1268.0,10.0,2003.0,11.0
2022-06-24,Zambia,188.0,3.0,325110.0,4003.0,1085.0,11.0,2052.0,14.0
2022-06-25,Zambia,0.0,0.0,325110.0,4003.0,1085.0,11.0,2052.0,14.0
2022-06-26,Zambia,0.0,0.0,325110.0,4003.0,822.0,9.0,2052.0,14.0
2022-06-27,Zambia,238.0,0.0,325348.0,4003.0,1004.0,6.0,2065.0,14.0
2022-06-28,Zambia,150.0,0.0,325498.0,4003.0,940.0,5.0,2161.0,14.0
2022-06-29,Zambia,0.0,0.0,325498.0,4003.0,940.0,5.0,1844.0,13.0
2022-06-30,Zambia,359.0,3.0,325857.0,4006.0,935.0,6.0,2203.0,16.0
2022-07-01,Zambia,0.0,0.0,325857.0,4006.0,747.0,3.0,1832.0,14.0
2022-07-02,Zambia,0.0,0.0,325857.0,4006.0,747.0,3.0,1832.0,14.0
2022-07-03,Zambia,402.0,1.0,326259.0,4007.0,1149.0,4.0,1971.0,13.0
2022-07-04,Zambia,0.0,0.0,326259.0,4007.0,911.0,4.0,1915.0,10.0
2022-07-05,Zambia,0.0,0.0,326259.0,4007.0,761.0,4.0,1701.0,9.0
2022-07-06,Zambia,149.0,1.0,326408.0,4008.0,910.0,5.0,1850.0,10.0
2022-07-07,Zambia,243.0,0.0,326651.0,4008.0,794.0,2.0,1729.0,8.0
2022-07-08,Zambia,143.0,0.0,326794.0,4008.0,937.0,2.0,1684.0,5.0
2022-07-09,Zambia,0.0,0.0,326794.0,4008.0,937.0,2.0,1684.0,5.0
2022-07-10,Zambia,258.0,0.0,327052.0,4008.0,793.0,1.0,1942.0,5.0
2022-07-11,Zambia,50.0,0.0,327102.0,4008.0,843.0,1.0,1754.0,5.0
2022-07-12,Zambia,0.0,0.0,327102.0,4008.0,843.0,1.0,1604.0,5.0
2022-07-13,Zambia,0.0,0.0,327102.0,4008.0,694.0,0.0,1604.0,5.0
2022-07-14,Zambia,0.0,0.0,327102.0,4008.0,451.0,0.0,1245.0,2.0
2022-07-15,Zambia,892.0,1.0,327994.0,4009.0,1200.0,1.0,2137.0,3.0
2022-07-16,Zambia,0.0,0.0,327994.0,4009.0,1200.0,1.0,2137.0,3.0
2022-07-17,Zambia,0.0,0.0,327994.0,4009.0,942.0,1.0,1735.0,2.0
2022-07-18,Zambia,0.0,0.0,327994.0,4009.0,892.0,1.0,1735.0,2.0
2022-07-19,Zambia,556.0,4.0,328550.0,4013.0,1448.0,5.0,2291.0,6.0
2022-07-20,Zambia,0.0,0.0,328550.0,4013.0,1448.0,5.0,2142.0,5.0
2022-07-21,Zambia,0.0,0.0,328550.0,4013.0,1448.0,5.0,1899.0,5.0
2022-07-22,Zambia,0.0,0.0,328550.0,4013.0,556.0,4.0,1756.0,5.0
2022-07-23,Zambia,0.0,0.0,328550.0,4013.0,556.0,4.0,1756.0,5.0
2022-07-24,Zambia,0.0,0.0,328550.0,4013.0,556.0,4.0,1498.0,5.0
2022-07-25,Zambia,933.0,2.0,329483.0,4015.0,1489.0,6.0,2381.0,7.0
2022-07-26,Zambia,,0.0,329483.0,4015.0,,2.0,,7.0
2022-07-27,Zambia,,0.0,329483.0,4015.0,,2.0,,7.0
2022-07-28,Zambia,,0.0,329483.0,4015.0,,2.0,,7.0
2022-07-29,Zambia,,0.0,329483.0,4015.0,,2.0,,6.0
2022-07-30,Zambia,,0.0,329483.0,4015.0,,2.0,,6.0
2020-03-20,Zimbabwe,1.0,,1.0,,,,,
2020-03-21,Zimbabwe,2.0,,3.0,,,,,
2020-03-22,Zimbabwe,0.0,,3.0,,,,,
2020-03-23,Zimbabwe,0.0,1.0,3.0,1.0,,,,
2020-03-24,Zimbabwe,0.0,0.0,3.0,1.0,,,,
2020-03-25,Zimbabwe,0.0,0.0,3.0,1.0,3.0,,,
2020-03-26,Zimbabwe,0.0,0.0,3.0,1.0,3.0,,,
2020-03-27,Zimbabwe,2.0,0.0,5.0,1.0,4.0,,,
2020-03-28,Zimbabwe,2.0,0.0,7.0,1.0,4.0,1.0,,
2020-03-29,Zimbabwe,0.0,0.0,7.0,1.0,4.0,1.0,,
2020-03-30,Zimbabwe,0.0,0.0,7.0,1.0,4.0,0.0,,
2020-03-31,Zimbabwe,1.0,0.0,8.0,1.0,5.0,0.0,,
2020-04-01,Zimbabwe,0.0,0.0,8.0,1.0,5.0,0.0,8.0,
2020-04-02,Zimbabwe,1.0,0.0,9.0,1.0,6.0,0.0,9.0,
2020-04-03,Zimbabwe,0.0,0.0,9.0,1.0,4.0,0.0,8.0,
2020-04-04,Zimbabwe,0.0,0.0,9.0,1.0,2.0,0.0,6.0,1.0
2020-04-05,Zimbabwe,0.0,0.0,9.0,1.0,2.0,0.0,6.0,1.0
2020-04-06,Zimbabwe,1.0,0.0,10.0,1.0,3.0,0.0,7.0,0.0
2020-04-07,Zimbabwe,1.0,1.0,11.0,2.0,3.0,1.0,8.0,1.0
2020-04-08,Zimbabwe,0.0,1.0,11.0,3.0,3.0,2.0,8.0,2.0
2020-04-09,Zimbabwe,0.0,0.0,11.0,3.0,2.0,2.0,8.0,2.0
2020-04-10,Zimbabwe,2.0,0.0,13.0,3.0,4.0,2.0,8.0,2.0
2020-04-11,Zimbabwe,1.0,0.0,14.0,3.0,5.0,2.0,7.0,2.0
2020-04-12,Zimbabwe,0.0,0.0,14.0,3.0,5.0,2.0,7.0,2.0
2020-04-13,Zimbabwe,3.0,0.0,17.0,3.0,7.0,2.0,10.0,2.0
2020-04-14,Zimbabwe,0.0,0.0,17.0,3.0,6.0,1.0,9.0,2.0
2020-04-15,Zimbabwe,6.0,0.0,23.0,3.0,12.0,0.0,15.0,2.0
2020-04-16,Zimbabwe,0.0,0.0,23.0,3.0,12.0,0.0,14.0,2.0
2020-04-17,Zimbabwe,1.0,0.0,24.0,3.0,11.0,0.0,15.0,2.0
2020-04-18,Zimbabwe,1.0,0.0,25.0,3.0,11.0,0.0,16.0,2.0
2020-04-19,Zimbabwe,0.0,0.0,25.0,3.0,11.0,0.0,16.0,2.0
2020-04-20,Zimbabwe,0.0,0.0,25.0,3.0,8.0,0.0,15.0,2.0
2020-04-21,Zimbabwe,3.0,0.0,28.0,3.0,11.0,0.0,17.0,1.0
2020-04-22,Zimbabwe,0.0,1.0,28.0,4.0,5.0,1.0,17.0,1.0
2020-04-23,Zimbabwe,0.0,0.0,28.0,4.0,5.0,1.0,17.0,1.0
2020-04-24,Zimbabwe,1.0,0.0,29.0,4.0,5.0,1.0,16.0,1.0
2020-04-25,Zimbabwe,2.0,0.0,31.0,4.0,6.0,1.0,17.0,1.0
2020-04-26,Zimbabwe,0.0,0.0,31.0,4.0,6.0,1.0,17.0,1.0
2020-04-27,Zimbabwe,1.0,0.0,32.0,4.0,7.0,1.0,15.0,1.0
2020-04-28,Zimbabwe,0.0,0.0,32.0,4.0,4.0,1.0,15.0,1.0
2020-04-29,Zimbabwe,0.0,0.0,32.0,4.0,4.0,0.0,9.0,1.0
2020-04-30,Zimbabwe,8.0,0.0,40.0,4.0,12.0,0.0,17.0,1.0
2020-05-01,Zimbabwe,0.0,0.0,40.0,4.0,11.0,0.0,16.0,1.0
2020-05-02,Zimbabwe,,0.0,34.0,4.0,,0.0,,1.0
2020-05-03,Zimbabwe,0.0,0.0,34.0,4.0,9.0,0.0,15.0,1.0
2020-05-04,Zimbabwe,0.0,0.0,34.0,4.0,8.0,0.0,15.0,1.0
2020-05-05,Zimbabwe,0.0,0.0,34.0,4.0,8.0,0.0,12.0,1.0
2020-05-06,Zimbabwe,0.0,0.0,34.0,4.0,8.0,0.0,12.0,0.0
2020-05-07,Zimbabwe,0.0,0.0,34.0,4.0,0.0,0.0,12.0,0.0
2020-05-08,Zimbabwe,0.0,0.0,34.0,4.0,0.0,0.0,11.0,0.0
2020-05-09,Zimbabwe,1.0,0.0,35.0,4.0,1.0,0.0,10.0,0.0
2020-05-10,Zimbabwe,1.0,0.0,36.0,4.0,2.0,0.0,11.0,0.0
2020-05-11,Zimbabwe,0.0,0.0,36.0,4.0,2.0,0.0,10.0,0.0
2020-05-12,Zimbabwe,0.0,0.0,36.0,4.0,2.0,0.0,10.0,0.0
2020-05-13,Zimbabwe,1.0,0.0,37.0,4.0,3.0,0.0,11.0,0.0
2020-05-14,Zimbabwe,0.0,0.0,37.0,4.0,3.0,0.0,3.0,0.0
2020-05-15,Zimbabwe,5.0,0.0,42.0,4.0,8.0,0.0,8.0,0.0
2020-05-16,Zimbabwe,0.0,0.0,42.0,4.0,7.0,0.0,8.0,0.0
2020-05-17,Zimbabwe,2.0,0.0,44.0,4.0,8.0,0.0,10.0,0.0
2020-05-18,Zimbabwe,2.0,0.0,46.0,4.0,10.0,0.0,12.0,0.0
2020-05-19,Zimbabwe,0.0,0.0,46.0,4.0,10.0,0.0,12.0,0.0
2020-05-20,Zimbabwe,2.0,0.0,48.0,4.0,11.0,0.0,14.0,0.0
2020-05-21,Zimbabwe,3.0,0.0,51.0,4.0,14.0,0.0,17.0,0.0
2020-05-22,Zimbabwe,0.0,0.0,51.0,4.0,9.0,0.0,17.0,0.0
2020-05-23,Zimbabwe,5.0,0.0,56.0,4.0,14.0,0.0,21.0,0.0
2020-05-24,Zimbabwe,0.0,0.0,56.0,4.0,12.0,0.0,20.0,0.0
2020-05-25,Zimbabwe,0.0,0.0,56.0,4.0,10.0,0.0,20.0,0.0
2020-05-26,Zimbabwe,0.0,0.0,56.0,4.0,10.0,0.0,20.0,0.0
2020-05-27,Zimbabwe,76.0,0.0,132.0,4.0,84.0,0.0,95.0,0.0
2020-05-28,Zimbabwe,17.0,0.0,149.0,4.0,98.0,0.0,112.0,0.0
2020-05-29,Zimbabwe,0.0,0.0,149.0,4.0,98.0,0.0,107.0,0.0
2020-05-30,Zimbabwe,25.0,0.0,174.0,4.0,118.0,0.0,132.0,0.0
2020-05-31,Zimbabwe,4.0,0.0,178.0,4.0,122.0,0.0,134.0,0.0
2020-06-01,Zimbabwe,25.0,0.0,203.0,4.0,147.0,0.0,157.0,0.0
2020-06-02,Zimbabwe,3.0,0.0,206.0,4.0,150.0,0.0,160.0,0.0
2020-06-03,Zimbabwe,16.0,0.0,222.0,4.0,90.0,0.0,174.0,0.0
2020-06-04,Zimbabwe,15.0,0.0,237.0,4.0,88.0,0.0,186.0,0.0
2020-06-05,Zimbabwe,28.0,0.0,265.0,4.0,116.0,0.0,214.0,0.0
2020-06-06,Zimbabwe,14.0,0.0,279.0,4.0,105.0,0.0,223.0,0.0
2020-06-07,Zimbabwe,3.0,0.0,282.0,4.0,104.0,0.0,226.0,0.0
2020-06-08,Zimbabwe,5.0,0.0,287.0,4.0,84.0,0.0,231.0,0.0
2020-06-09,Zimbabwe,27.0,0.0,314.0,4.0,108.0,0.0,258.0,0.0
2020-06-10,Zimbabwe,6.0,0.0,320.0,4.0,98.0,0.0,188.0,0.0
2020-06-11,Zimbabwe,12.0,0.0,332.0,4.0,95.0,0.0,183.0,0.0
2020-06-12,Zimbabwe,11.0,0.0,343.0,4.0,78.0,0.0,194.0,0.0
2020-06-13,Zimbabwe,13.0,0.0,356.0,4.0,77.0,0.0,182.0,0.0
2020-06-14,Zimbabwe,27.0,0.0,383.0,4.0,101.0,0.0,205.0,0.0
2020-06-15,Zimbabwe,4.0,0.0,387.0,4.0,100.0,0.0,184.0,0.0
2020-06-16,Zimbabwe,4.0,0.0,391.0,4.0,77.0,0.0,185.0,0.0
2020-06-17,Zimbabwe,10.0,0.0,401.0,4.0,81.0,0.0,179.0,0.0
2020-06-18,Zimbabwe,62.0,0.0,463.0,4.0,131.0,0.0,226.0,0.0
2020-06-19,Zimbabwe,16.0,0.0,479.0,4.0,136.0,0.0,214.0,0.0
2020-06-20,Zimbabwe,0.0,0.0,479.0,4.0,123.0,0.0,200.0,0.0
2020-06-21,Zimbabwe,10.0,2.0,489.0,6.0,106.0,2.0,207.0,2.0
2020-06-22,Zimbabwe,23.0,0.0,512.0,6.0,125.0,2.0,225.0,2.0
2020-06-23,Zimbabwe,13.0,0.0,525.0,6.0,134.0,2.0,211.0,2.0
2020-06-24,Zimbabwe,5.0,0.0,530.0,6.0,129.0,2.0,210.0,2.0
2020-06-25,Zimbabwe,21.0,0.0,551.0,6.0,88.0,2.0,219.0,2.0
2020-06-26,Zimbabwe,10.0,0.0,561.0,6.0,82.0,2.0,218.0,2.0
2020-06-27,Zimbabwe,6.0,0.0,567.0,6.0,88.0,2.0,211.0,2.0
2020-06-28,Zimbabwe,0.0,0.0,567.0,6.0,78.0,0.0,184.0,2.0
2020-06-29,Zimbabwe,7.0,1.0,574.0,7.0,62.0,1.0,187.0,3.0
2020-06-30,Zimbabwe,17.0,0.0,591.0,7.0,66.0,1.0,200.0,3.0
2020-07-01,Zimbabwe,14.0,0.0,605.0,7.0,75.0,1.0,204.0,3.0
2020-07-02,Zimbabwe,12.0,0.0,617.0,7.0,66.0,1.0,154.0,3.0
2020-07-03,Zimbabwe,8.0,0.0,625.0,7.0,64.0,1.0,146.0,3.0
2020-07-04,Zimbabwe,73.0,1.0,698.0,8.0,131.0,2.0,219.0,4.0
2020-07-05,Zimbabwe,18.0,0.0,716.0,8.0,149.0,2.0,227.0,2.0
2020-07-06,Zimbabwe,18.0,1.0,734.0,9.0,160.0,2.0,222.0,3.0
2020-07-07,Zimbabwe,53.0,0.0,787.0,9.0,196.0,2.0,262.0,3.0
2020-07-08,Zimbabwe,98.0,0.0,885.0,9.0,280.0,2.0,355.0,3.0
2020-07-09,Zimbabwe,0.0,0.0,885.0,9.0,268.0,2.0,334.0,3.0
2020-07-10,Zimbabwe,57.0,4.0,942.0,13.0,317.0,6.0,381.0,7.0
2020-07-11,Zimbabwe,40.0,5.0,982.0,18.0,284.0,10.0,415.0,12.0
2020-07-12,Zimbabwe,3.0,0.0,985.0,18.0,269.0,10.0,418.0,12.0
2020-07-13,Zimbabwe,49.0,1.0,1034.0,19.0,300.0,10.0,460.0,12.0
2020-07-14,Zimbabwe,30.0,1.0,1064.0,20.0,277.0,11.0,473.0,13.0
2020-07-15,Zimbabwe,25.0,0.0,1089.0,20.0,204.0,11.0,484.0,13.0
2020-07-16,Zimbabwe,273.0,3.0,1362.0,23.0,477.0,14.0,745.0,16.0
2020-07-17,Zimbabwe,58.0,1.0,1420.0,24.0,478.0,11.0,795.0,17.0
2020-07-18,Zimbabwe,58.0,1.0,1478.0,25.0,496.0,7.0,780.0,17.0
2020-07-19,Zimbabwe,133.0,0.0,1611.0,25.0,626.0,7.0,895.0,17.0
2020-07-20,Zimbabwe,102.0,1.0,1713.0,26.0,679.0,7.0,979.0,17.0
2020-07-21,Zimbabwe,107.0,0.0,1820.0,26.0,756.0,6.0,1033.0,17.0
2020-07-22,Zimbabwe,214.0,0.0,2034.0,26.0,945.0,6.0,1149.0,17.0
2020-07-23,Zimbabwe,90.0,2.0,2124.0,28.0,762.0,5.0,1239.0,19.0
2020-07-24,Zimbabwe,172.0,4.0,2296.0,32.0,876.0,8.0,1354.0,19.0
2020-07-25,Zimbabwe,138.0,2.0,2434.0,34.0,956.0,9.0,1452.0,16.0
2020-07-26,Zimbabwe,78.0,0.0,2512.0,34.0,901.0,9.0,1527.0,16.0
2020-07-27,Zimbabwe,192.0,2.0,2704.0,36.0,991.0,10.0,1670.0,17.0
2020-07-28,Zimbabwe,113.0,4.0,2817.0,40.0,997.0,14.0,1753.0,20.0
2020-07-29,Zimbabwe,62.0,1.0,2879.0,41.0,845.0,15.0,1790.0,21.0
2020-07-30,Zimbabwe,213.0,12.0,3092.0,53.0,968.0,25.0,1730.0,30.0
2020-07-31,Zimbabwe,77.0,14.0,3169.0,67.0,873.0,35.0,1749.0,43.0
2020-08-01,Zimbabwe,490.0,2.0,3659.0,69.0,1225.0,35.0,2181.0,44.0
2020-08-02,Zimbabwe,262.0,1.0,3921.0,70.0,1409.0,36.0,2310.0,45.0
2020-08-03,Zimbabwe,154.0,10.0,4075.0,80.0,1371.0,44.0,2362.0,54.0
2020-08-04,Zimbabwe,146.0,1.0,4221.0,81.0,1404.0,41.0,2401.0,55.0
2020-08-05,Zimbabwe,0.0,0.0,4221.0,81.0,1342.0,40.0,2187.0,55.0
2020-08-06,Zimbabwe,118.0,3.0,4339.0,84.0,1247.0,31.0,2215.0,56.0
2020-08-07,Zimbabwe,112.0,18.0,4451.0,102.0,1282.0,35.0,2155.0,70.0
2020-08-08,Zimbabwe,124.0,0.0,4575.0,102.0,916.0,33.0,2141.0,68.0
2020-08-09,Zimbabwe,74.0,2.0,4649.0,104.0,728.0,34.0,2137.0,70.0
2020-08-10,Zimbabwe,99.0,0.0,4748.0,104.0,673.0,24.0,2044.0,68.0
2020-08-11,Zimbabwe,70.0,0.0,4818.0,104.0,597.0,23.0,2001.0,64.0
2020-08-12,Zimbabwe,75.0,18.0,4893.0,122.0,672.0,41.0,2014.0,81.0
2020-08-13,Zimbabwe,97.0,6.0,4990.0,128.0,651.0,44.0,1898.0,75.0
2020-08-14,Zimbabwe,82.0,0.0,5072.0,128.0,621.0,26.0,1903.0,61.0
2020-08-15,Zimbabwe,104.0,2.0,5176.0,130.0,601.0,28.0,1517.0,61.0
2020-08-16,Zimbabwe,85.0,2.0,5261.0,132.0,612.0,28.0,1340.0,62.0
2020-08-17,Zimbabwe,47.0,3.0,5308.0,135.0,560.0,31.0,1233.0,55.0
2020-08-18,Zimbabwe,70.0,6.0,5378.0,141.0,560.0,37.0,1157.0,60.0
2020-08-19,Zimbabwe,265.0,9.0,5643.0,150.0,750.0,28.0,1422.0,69.0
2020-08-20,Zimbabwe,102.0,1.0,5745.0,151.0,755.0,23.0,1406.0,67.0
2020-08-21,Zimbabwe,70.0,1.0,5815.0,152.0,743.0,24.0,1364.0,50.0
2020-08-22,Zimbabwe,78.0,1.0,5893.0,153.0,717.0,23.0,1318.0,51.0
2020-08-23,Zimbabwe,37.0,2.0,5930.0,155.0,669.0,23.0,1281.0,51.0
2020-08-24,Zimbabwe,140.0,0.0,6070.0,155.0,762.0,20.0,1322.0,51.0
2020-08-25,Zimbabwe,126.0,11.0,6196.0,166.0,818.0,25.0,1378.0,62.0
2020-08-26,Zimbabwe,55.0,13.0,6251.0,179.0,608.0,29.0,1358.0,57.0
2020-08-27,Zimbabwe,41.0,10.0,6292.0,189.0,547.0,38.0,1302.0,61.0
2020-08-28,Zimbabwe,96.0,6.0,6388.0,195.0,573.0,43.0,1316.0,67.0
2020-08-29,Zimbabwe,18.0,1.0,6406.0,196.0,513.0,43.0,1230.0,66.0
2020-08-30,Zimbabwe,6.0,0.0,6412.0,196.0,482.0,41.0,1151.0,64.0
2020-08-31,Zimbabwe,85.0,6.0,6497.0,202.0,427.0,47.0,1189.0,67.0
2020-09-01,Zimbabwe,62.0,1.0,6559.0,203.0,363.0,37.0,1181.0,62.0
2020-09-02,Zimbabwe,79.0,3.0,6638.0,206.0,387.0,27.0,995.0,56.0
2020-09-03,Zimbabwe,40.0,0.0,6678.0,206.0,386.0,17.0,933.0,55.0
2020-09-04,Zimbabwe,159.0,0.0,6837.0,206.0,449.0,11.0,1022.0,54.0
2020-09-05,Zimbabwe,0.0,0.0,6837.0,206.0,431.0,10.0,944.0,53.0
2020-09-06,Zimbabwe,0.0,0.0,6837.0,206.0,425.0,10.0,907.0,51.0
2020-09-07,Zimbabwe,461.0,4.0,7298.0,210.0,801.0,8.0,1228.0,55.0
2020-09-08,Zimbabwe,90.0,8.0,7388.0,218.0,829.0,15.0,1192.0,52.0
2020-09-09,Zimbabwe,41.0,4.0,7429.0,222.0,791.0,16.0,1178.0,43.0
2020-09-10,Zimbabwe,24.0,0.0,7453.0,222.0,775.0,16.0,1161.0,33.0
2020-09-11,Zimbabwe,26.0,2.0,7479.0,224.0,642.0,18.0,1091.0,29.0
2020-09-12,Zimbabwe,29.0,0.0,7508.0,224.0,671.0,18.0,1102.0,28.0
2020-09-13,Zimbabwe,18.0,0.0,7526.0,224.0,689.0,18.0,1114.0,28.0
2020-09-14,Zimbabwe,5.0,0.0,7531.0,224.0,233.0,14.0,1034.0,22.0
2020-09-15,Zimbabwe,45.0,0.0,7576.0,224.0,188.0,6.0,1017.0,21.0
2020-09-16,Zimbabwe,22.0,0.0,7598.0,224.0,169.0,2.0,960.0,18.0
2020-09-17,Zimbabwe,35.0,0.0,7633.0,224.0,180.0,2.0,955.0,18.0
2020-09-18,Zimbabwe,14.0,0.0,7647.0,224.0,168.0,0.0,810.0,18.0
2020-09-19,Zimbabwe,25.0,1.0,7672.0,225.0,164.0,1.0,835.0,19.0
2020-09-20,Zimbabwe,11.0,0.0,7683.0,225.0,157.0,1.0,846.0,19.0
2020-09-21,Zimbabwe,0.0,0.0,7683.0,225.0,152.0,1.0,385.0,15.0
2020-09-22,Zimbabwe,28.0,1.0,7711.0,226.0,135.0,2.0,323.0,8.0
2020-09-23,Zimbabwe,14.0,1.0,7725.0,227.0,127.0,3.0,296.0,5.0
2020-09-24,Zimbabwe,27.0,0.0,7752.0,227.0,119.0,3.0,299.0,5.0
